iter	RMSE
348	1637.943453
349	1636.937901
350	1634.97971
351	1633.528359
352	1632.097364
353	1630.268812
354	1629.504706
355	1627.330022
356	1626.243369
357	1624.220811
358	1621.890978
359	1620.09706
360	1618.211189
361	1616.742241
362	1614.955335
363	1613.341651
364	1612.209487
365	1610.958744
366	1608.356819
367	1607.383635
368	1604.748297
369	1601.898636
370	1600.818883
371	1599.596649
372	1598.264195
373	1596.199984
374	1594.065893
375	1592.395944
376	1591.469267
377	1589.188491
378	1588.356158
379	1586.934618
380	1584.167552
381	1582.428983
382	1581.454384
383	1578.790572
384	1577.796498
385	1575.242804
386	1573.647575
387	1572.722341
388	1571.260199
389	1568.814782
390	1566.572426
391	1565.680654
392	1564.852215
393	1563.501936
394	1561.74631
395	1559.920373
396	1557.847439
397	1556.126243
398	1554.891601
399	1553.025589
400	1551.407367
401	1550.458745
402	1548.514127
403	1547.149491
404	1543.527814
405	1541.220705
406	1538.97906
407	1536.263357
408	1534.004988
409	1533.166485
410	1531.686419
411	1530.148789
412	1528.520696
413	1527.92743
414	1526.287288
415	1523.71433
416	1522.283397
417	1520.88371
418	1518.235345
419	1515.86739
420	1514.280662
421	1512.774367
422	1509.409028
423	1507.886858
424	1506.497854
425	1505.577023
426	1504.881615
427	1503.966174
428	1502.779984
429	1501.673836
430	1499.737245
431	1497.809943
432	1495.278983
433	1491.667508
434	1490.662838
435	1489.961645
436	1488.952654
437	1488.182709
438	1486.301441
439	1483.190347
440	1482.53657
441	1481.482947
442	1480.254153
443	1478.566845
444	1476.634188
445	1475.502041
446	1474.606159
447	1473.478086
448	1472.933163
449	1472.11103
450	1470.567237
451	1469.084485
452	1468.066073
453	1465.485408
454	1465.150708
455	1464.007548
456	1462.143554
457	1460.13258
458	1458.052145
459	1457.074413
460	1456.034841
461	1454.825847
462	1453.527215
463	1450.757259
464	1448.551664
465	1447.701326
466	1446.431199
467	1445.60042
468	1443.915702
469	1442.801051
470	1441.090287
471	1440.471584
472	1438.351066
473	1436.850332
474	1434.528188
475	1432.526498
476	1430.788815
477	1429.269272
478	1426.053623
479	1423.429742
480	1420.934507
481	1418.355592
482	1416.930572
483	1415.918853
484	1414.958609
485	1413.739695
486	1412.901226
487	1411.552426
488	1409.865043
489	1408.523607
490	1407.108977
491	1404.44813
492	1403.082196
493	1401.382332
494	1400.312562
495	1399.605927
496	1398.810591
497	1396.67109
498	1395.904847
499	1395.531416
500	1394.689317
501	1393.651179
502	1392.775087
503	1391.077407
504	1389.927669
505	1389.393985
506	1387.619189
507	1386.46142
508	1385.810032
509	1384.663729
510	1383.100504
511	1382.072173
512	1380.316207
513	1379.880287
514	1378.866343
515	1377.558618
516	1376.303151
517	1374.938773
518	1373.513557
519	1372.304272
520	1370.875595
521	1369.167724
522	1366.464313
523	1365.625087
524	1363.79954
525	1362.913756
526	1362.04467
527	1361.127536
528	1360.266937
529	1359.114889
530	1358.31709
531	1357.756344
532	1356.421476
533	1354.051318
534	1352.475117
535	1350.983708
536	1348.6106
537	1348.058469
538	1346.310285
539	1345.09647
540	1344.198418
541	1343.118477
542	1341.972078
543	1341.052686
544	1340.408883
545	1339.620179
546	1338.484892
547	1337.309069
548	1336.244531
549	1335.032058
550	1332.930484
551	1331.554888
552	1330.822159
553	1329.701005
554	1327.441345
555	1325.66448
556	1324.771016
557	1323.699155
558	1323.162007
559	1322.004062
560	1320.154647
561	1318.625643
562	1316.927893
563	1314.23823
564	1313.572301
565	1313.02121
566	1312.56909
567	1310.559377
568	1308.866523
569	1307.003703
570	1305.399043
571	1303.711111
572	1303.421914
573	1303.0197
574	1301.107194
575	1300.227307
576	1299.337389
577	1298.877223
578	1297.875619
579	1297.200527
580	1295.872557
581	1294.164551
582	1293.034343
583	1291.868667
584	1289.889689
585	1288.485753
586	1288.202654
587	1287.266981
588	1285.428601
589	1284.698191
590	1281.900992
591	1281.218969
592	1280.283307
593	1279.035228
594	1278.032254
595	1276.748578
596	1275.953584
597	1274.677014
598	1273.003375
599	1272.485039
600	1271.705702
601	1270.717196
602	1270.417911
603	1269.74675
604	1268.692441
605	1267.940199
606	1266.527443
607	1265.275244
608	1263.768353
609	1262.652065
610	1261.589051
611	1260.381123
612	1259.354404
613	1257.723097
614	1257.382387
615	1256.289518
616	1255.404178
617	1254.183312
618	1252.309377
619	1251.370415
620	1251.101984
621	1250.611406
622	1249.104686
623	1248.055269
624	1247.553239
625	1245.325629
626	1244.267455
627	1243.48415
628	1242.743056
629	1241.428166
630	1240.272065
631	1238.604006
632	1237.723611
633	1236.157511
634	1234.369347
635	1232.651359
636	1230.605305
637	1230.186278
638	1228.425002
639	1227.484456
640	1225.423997
641	1224.390788
642	1224.052806
643	1222.131863
644	1221.13746
645	1219.955577
646	1218.526056
647	1218.207386
648	1217.333193
649	1216.976045
650	1216.163516
651	1215.563128
652	1214.065782
653	1212.831869
654	1212.054444
655	1210.6544
656	1208.953602
657	1207.749646
658	1207.035755
659	1206.671268
660	1206.326554
661	1205.456379
662	1204.323408
663	1202.436614
664	1201.542583
665	1201.280703
666	1199.595496
667	1197.866728
668	1194.675717
669	1192.866351
670	1192.522946
671	1191.454816
672	1190.895232
673	1189.782058
674	1188.269399
675	1187.222968
676	1186.747946
677	1184.647615
678	1184.122304
679	1182.74379
680	1181.209418
681	1180.311114
682	1179.434527
683	1178.744119
684	1178.09254
685	1177.616162
686	1177.083638
687	1175.868485
688	1174.141358
689	1172.732801
690	1171.627328
691	1170.593015
692	1169.733817
693	1168.846301
694	1167.80933
695	1167.609403
696	1167.374546
697	1166.735347
698	1165.898973
699	1165.535341
700	1164.908925
701	1164.329912
702	1162.238009
703	1160.456936
704	1159.330234
705	1158.39314
706	1156.807317
707	1156.506338
708	1155.436281
709	1154.224066
710	1153.028473
711	1152.014806
712	1150.840803
713	1149.877521
714	1149.390775
715	1148.48071
716	1147.018869
717	1145.854965
718	1145.222106
719	1144.053112
720	1142.90371
721	1141.030867
722	1140.506697
723	1139.620073
724	1139.130146
725	1138.712631
726	1137.828222
727	1137.157885
728	1136.779433
729	1135.609191
730	1133.779639
731	1132.806487
732	1131.580258
733	1131.131347
734	1130.68495
735	1129.248891
736	1127.908491
737	1126.820872
738	1125.48262
739	1124.821884
740	1122.954381
741	1122.6916
742	1122.30776
743	1120.936474
744	1120.764024
745	1120.032828
746	1119.850685
747	1118.767961
748	1118.486598
749	1117.688275
750	1116.764478
751	1115.777271
752	1114.322137
753	1113.207189
754	1112.459322
755	1111.701397
756	1110.965368
757	1110.597187
758	1109.851404
759	1108.733471
760	1108.227691
761	1107.605747
762	1106.454268
763	1105.661409
764	1104.771563
765	1104.096225
766	1103.441383
767	1101.867448
768	1101.3049
769	1100.682813
770	1099.161111
771	1097.293827
772	1095.987954
773	1095.197739
774	1093.172617
775	1091.152738
776	1090.330526
777	1089.225588
778	1089.149702
779	1088.475864
780	1087.172497
781	1086.174098
782	1085.195093
783	1083.931546
784	1082.640677
785	1081.309363
786	1080.961653
787	1080.550694
788	1079.65401
789	1079.040153
790	1077.699092
791	1076.094228
792	1075.623858
793	1074.761216
794	1074.150482
795	1073.570218
796	1072.86062
797	1072.026758
798	1071.270293
799	1069.9117
800	1068.058261
801	1066.095329
802	1065.4549
803	1064.164552
804	1063.534631
805	1062.886642
806	1062.533333
807	1061.36366
808	1060.078819
809	1059.480858
810	1058.093599
811	1057.10566
812	1056.022344
813	1055.169294
814	1054.708688
815	1054.016986
816	1052.070412
817	1050.930791
818	1050.214597
819	1049.624038
820	1048.665914
821	1047.945265
822	1047.307516
823	1046.214818
824	1044.903625
825	1044.525645
826	1044.056515
827	1043.182658
828	1042.351864
829	1042.108031
830	1040.591847
831	1038.495583
832	1038.008873
833	1036.931014
834	1035.666334
835	1034.236015
836	1033.541441
837	1032.607624
838	1031.720085
839	1030.142934
840	1029.692837
841	1029.112847
842	1028.367982
843	1027.750165
844	1027.169597
845	1026.581988
846	1026.37844
847	1025.247469
848	1024.122053
849	1023.107822
850	1021.930763
851	1021.41387
852	1020.799527
853	1020.254634
854	1019.438953
855	1018.661152
856	1018.027458
857	1017.121021
858	1016.478652
859	1014.346293
860	1013.748623
861	1012.70453
862	1011.227916
863	1010.701896
864	1010.221619
865	1009.52772
866	1009.002436
867	1007.188756
868	1006.581086
869	1006.185759
870	1005.438714
871	1004.800433
872	1004.091299
873	1003.542949
874	1002.848074
875	1002.007166
876	1001.416236
877	1000.779574
878	999.9797973
879	999.2588605
880	998.8870105
881	998.1829057
882	997.8232078
883	996.5339212
884	996.0070977
885	995.5845127
886	994.8014937
887	994.5545398
888	993.7625491
889	992.7698794
890	991.9915086
891	991.5785389
892	990.5199554
893	990.2833521
894	989.657955
895	988.7119556
896	988.1947161
897	987.1478538
898	986.2088274
899	985.3788339
900	984.6267137
901	984.0758742
902	982.3729826
903	981.6235625
904	980.5790808
905	979.6731258
906	979.3317819
907	977.9074417
908	976.9342811
909	976.1976899
910	975.5834391
911	975.3843537
912	974.9631001
913	973.9502926
914	972.4421604
915	972.3281466
916	971.6130632
917	970.4795088
918	970.2592468
919	969.7771169
920	969.1897908
921	968.283206
922	967.4394078
923	966.9840624
924	966.5524515
925	965.8386106
926	965.1449908
927	964.5867363
928	964.0609761
929	963.50806
930	962.7124372
931	961.8589627
932	961.6070723
933	960.9817918
934	959.8812957
935	959.3492264
936	957.8103533
937	957.1265879
938	956.7241564
939	955.8933349
940	954.744267
941	954.0585436
942	953.5080925
943	952.8738616
944	951.709027
945	950.899288
946	949.6551017
947	949.3445122
948	948.4649196
949	947.1901234
950	946.5135686
951	945.9660117
952	944.5711649
953	943.7890662
954	943.4151671
955	943.050607
956	942.1752407
957	940.6616568
958	940.0005732
959	938.685405
960	938.0900983
961	937.2440586
962	936.475233
963	935.8291739
964	935.6134097
965	935.123229
966	934.5637436
967	934.0810823
968	932.9229414
969	931.9507262
970	930.9047416
971	930.0913807
972	929.566957
973	927.6941336
974	927.1610859
975	926.5750571
976	926.0169852
977	925.0155748
978	924.1791937
979	923.1842853
980	922.935205
981	922.3345208
982	921.4054692
983	920.9475371
984	920.3664871
985	919.5173066
986	918.9568129
987	918.4065895
988	918.2680389
989	917.434553
990	915.7776943
991	915.3376603
992	914.3757269
993	912.7670818
994	911.1738561
995	910.4703294
996	910.0125425
997	908.8964933
998	908.2467455
999	907.4317878
