iter	Passed	Remaining
739	594446	208859
740	595144	208019
741	595824	207173
742	596487	206322
743	597336	205535
744	598276	204779
745	599190	204014
746	599899	203178
747	600600	202341
748	601500	201570
749	602275	200758
750	602921	199903
751	603750	199109
752	604686	198349
753	605450	197534
754	606362	196766
755	607033	195920
756	607702	195074
757	608726	194342
758	609443	193512
759	610084	192658
760	610725	191804
761	611365	190951
762	612173	190151
763	612832	189304
764	613468	188450
765	614174	187620
766	614878	186788
767	615750	186008
768	616476	185183
769	617236	184369
770	618155	183602
771	618847	182768
772	619554	181938
773	620254	181107
774	620939	180272
775	621621	179437
776	622285	178596
777	623208	177830
778	623943	177010
779	624663	176187
780	625702	175453
781	626619	174684
782	627345	173862
783	628011	173023
784	628722	172197
785	629439	171374
786	630396	170615
787	631233	169824
788	632222	169073
789	632897	168238
790	634102	167544
791	634872	166734
792	635735	165948
793	636555	165151
794	637295	164334
795	637962	163497
796	638760	162695
797	639456	161867
798	640271	161069
799	641001	160250
800	641928	159480
801	642698	158671
802	643457	157859
803	644142	157029
804	644994	156240
805	645734	155425
806	646516	154619
807	647332	153821
808	648023	152994
809	649132	152265
810	649780	151428
811	650379	150580
812	651234	149791
813	652041	148992
814	652771	148175
815	653484	147354
816	654242	146544
817	654895	145710
818	655748	144921
819	656454	144099
820	657190	143285
821	658247	142540
822	658938	141715
823	659672	140900
824	660391	140083
825	661162	139276
826	661940	138471
827	662720	137666
828	663448	136851
829	664093	136019
830	665069	135254
831	665821	134444
832	666519	133623
833	667620	132883
834	668382	132075
835	669029	131244
836	669766	130432
837	670568	129632
838	671301	128819
839	671953	127991
840	672710	127183
841	673417	126365
842	674123	125548
843	674945	124753
844	675769	123957
845	676505	123146
846	677229	122333
847	678263	121575
848	678967	120758
849	680043	120007
850	680763	119193
851	681529	118387
852	682273	117578
853	683162	116793
854	683950	115991
855	684805	115200
856	685511	114385
857	686263	113577
858	687022	112770
859	687743	111958
860	688720	111187
861	689466	110378
862	690206	109569
863	690924	108756
864	691571	107933
865	692323	107126
866	693115	106325
867	694114	105556
868	694873	104750
869	695580	103937
870	696292	103124
